"","CollectionSite","DataUpload?(Initial)","ProcessedBy","DatePlanted","PlanterType","CollectionDate","Species","TagID","Condition","Mass(g)","Width(mm)","totallength(cm)","plumulelength(cm)","hypocotyllength(cm)","HypocotylColor","Roots(Y/N)","Float(Y/N)","NOTES","PartofSomething(C=CommunityEvent,N=nothing,E=experiment,MIC=mangrovesintheclassroomorstormstrongplant)","PlantName","CollectionDateParsed","CollectionYear","CollectionMonth","CollectionDay","Island","Lat","Long"
"1895","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4058","H",21.54,"10.6","33.9","1.3","32.6","G","Y","Y",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1896","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4059","H",16.86,"11.2","26.3","1","25.3","G","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1897","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4060","H",14.93,"10.2","26.6","1.2","25.4","G","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1898","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4061","H",22.64,"10.7","32.6","1.4","31.2","G","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1899","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-48","H",17.64,"9","23.7",NA,"22.6","B","N",NA,NA,"E",NA,NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"1900","Oasis Cove","DN","Abd","9/28/24","CC","09/11/2024","RHMA","6256",NA,17.72,NA,NA,NA,"32.4",NA,NA,NA,NA,"VICM Day of Play","Abd 23",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1901","Oasis Cove","DN","Kaylie","9/28/24","CC","09/11/2024","RHMA","6257",NA,21.84,NA,NA,NA,"34.1",NA,NA,NA,NA,"VICM Day of Play","Tiki",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1902","Oasis Cove","DN","Kasani","9/28/24","CC","09/11/2024","RHMA","6258",NA,34.1,NA,NA,NA,"37.6",NA,NA,NA,NA,"VICM Day of Play","Roses",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1903","Oasis Cove","DN","Owencla","9/28/24","CC","09/11/2024","RHMA","6259",NA,20.74,NA,NA,NA,"32",NA,NA,NA,NA,"VICM Day of Play","Mushroom",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1904","Oasis Cove","DN","Lisa","9/28/24","CC","09/11/2024","RHMA","6260",NA,22.25,NA,NA,NA,"34.1",NA,NA,NA,NA,"VICM Day of Play","Lavender",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1905","Oasis Cove","LU","Julien","9/28/24","CC","09/11/2024","RHMA","6261",NA,15.77,NA,NA,NA,"26",NA,NA,NA,NA,"VICM Day of Play","Julien",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1906","Oasis Cove","LU","Waim","9/28/24","CC","09/11/2024","RHMA","6262",NA,13.74,NA,NA,NA,"28.5",NA,NA,NA,NA,"VICM Day of Play","Love",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1907","Oasis Cove","LU","LU","9/28/24","CC","09/11/2024","RHMA","6263",NA,13.08,NA,NA,NA,"28",NA,NA,NA,NA,"VICM Day of Play","daisy",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1908","Oasis Cove","LU","LU","9/28/24","CC","09/11/2024","RHMA","6264",NA,17.24,NA,NA,NA,"28",NA,NA,NA,NA,"VICM Day of Play","precious",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1909","Oasis Cove","LU","Khalsawi","9/28/24","CC","09/11/2024","RHMA","6265",NA,22.44,NA,NA,NA,"27.3",NA,NA,NA,NA,"VICM Day of Play","Jason",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1910","Oasis Cove","LU","LU","9/28/24","CC","09/11/2024","RHMA","6266",NA,21.39,NA,NA,NA,"27",NA,NA,NA,NA,"VICM Day of Play","flower",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1911","Oasis Cove","Direct Input","LU & DN","11/07/2024","CC","10/25/2024","RHMA","6579","H",12.14,"10.6","20.6","1.3","19.3","G","Y","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"1912","Oasis Cove","Direct Input","LU & DN","11/07/2024","CC","10/25/2024","RHMA","6580","H",18.91,"12.3","28.1","1.5","26.6","G","Y","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"1913","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4075","H",24.72,"12.9","30.9","1.5","29.4","B","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1914","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4076","H",30.34,"12.9","36.6","1.6","35","GB","N","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1915","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4077","H",23.86,"10.8","32.5","1.5","31","GB","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1916","Oasis Cove","LU","LU","9/28/24","CC","09/11/2024","RHMA","6272",NA,14.08,NA,NA,NA,"28",NA,NA,NA,NA,"VICM Day of Play","bingo",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1917","Oasis Cove","LU","LU","9/28/24","CC","09/11/2024","RHMA","6273",NA,11.11,NA,NA,NA,"24",NA,NA,NA,NA,"VICM Day of Play","justin",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1918","Oasis Cove","LU","LU","9/28/24","CC","09/11/2024","RHMA","6274",NA,14.88,NA,NA,NA,"28",NA,NA,NA,NA,"VICM Day of Play","gogo",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1919","Oasis Cove","LU","LU","9/28/24","CC","09/11/2024","RHMA","6275",NA,13.47,NA,NA,NA,"22",NA,NA,NA,NA,"VICM Day of Play","mango",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1920","Oasis Cove","LU","LU","9/28/24","CC","09/11/2024","RHMA","6276",NA,12.12,NA,NA,NA,"23",NA,NA,NA,NA,"VICM Day of Play","apple",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1921","Oasis Cove","LU","LU","9/28/24","CC","09/11/2024","RHMA","6277",NA,20.59,NA,NA,NA,"28.5",NA,NA,NA,NA,"VICM Day of Play","mira",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1922","Oasis Cove","LU","LU","9/28/24","CC","09/11/2024","RHMA","6278",NA,19.63,NA,NA,NA,"25",NA,NA,NA,NA,"VICM Day of Play","cali",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1923","Oasis Cove","LU","LU","9/28/24","CC","09/11/2024","RHMA","6279",NA,21.6,NA,NA,NA,"28",NA,NA,NA,NA,"VICM Day of Play","apple",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1924","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4087","H",11.07,"8.4","21","1.2","19.8","G","N","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1925","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4088","H",25.77,"11.7","31.6","1.9","29.7","G","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1926","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4089","H",30.22,"12.3","34.4","1.6","32.8","G","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1927","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4090","H",9.48,"9.4","18.9","0.9","18","G","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1928","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4091","H",24.17,"11","31","0.5","30.5","G","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1929","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4092","H",12.13,"9.7","24","1.1","22.9","G","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1930","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","4""TP","6/13/23","RHMA","4093","H",17.35,"11.5","26","1.5","24.5","G","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1931","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","4""TP","6/13/23","RHMA","4094","H",28.47,"12.5","23.6","1.6","22","G","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1932","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","4""TP","6/13/23","RHMA","4095","H",24.93,"12.5","29.8","1.3","28.5","B","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1933","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","4""TP","6/13/23","RHMA","4096","H",21.49,"11","30.7","1","29.7","G","Y","N","PLUM DAMAGE","N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1934","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","4""TP","6/13/23","RHMA","4097","H",19.64,"10.8","31.1","1.2","29.9","G","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1935","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","4""TP","6/13/23","RHMA","4098","H",15.9,"9.3","28.9","1.3","27.6","G","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"1936","Oasis Cove","AB","AND, KWG, ZR",NA,"CC","02-15-23","RHMA","3006","H",10,NA,"18",NA,NA,NA,NA,NA,"STX Ag Fair","C","Zia",2023-02-15,"2023","02","15","St. Thomas",18.320665,-64.867323
"1937","Oasis Cove","AB","AND, KWG, ZR",NA,"CC","02-17-23","RHMA","3007","H",9.4,NA,"16.5",NA,NA,NA,NA,NA,"STX Ag Fair","C","Balto",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"1938","Oasis Cove","AB","AND, KWG, ZR",NA,"CC","02-15-23","RHMA","3008","H",8.74,NA,"10",NA,NA,NA,NA,NA,"STX Ag Fair","C","Oliver",2023-02-15,"2023","02","15","St. Thomas",18.320665,-64.867323
"1939","Oasis Cove","AB","AND, KWG, ZR",NA,"CC","02-17-23","RHMA","3009","H",8.74,NA,"20",NA,NA,NA,NA,NA,"STX Ag Fair","C",NA,2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"1940","Oasis Cove","AB","AND, KWG, ZR",NA,"CC","02-17-23","RHMA","3010","H",14,NA,"29",NA,NA,NA,NA,NA,"STX Ag Fair","C","Croix",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"1941","Oasis Cove","AB","AND, KWG, ZR",NA,"CC","02-17-23","RHMA","3011","H",23.2,NA,"15",NA,NA,NA,NA,NA,"STX Ag Fair","C","Pookie Wilson",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"1942","Oasis Cove","AB","AND, KWG, ZR",NA,"CC","02-17-23","RHMA","3012","H",26,NA,"20",NA,NA,NA,NA,NA,"STX Ag Fair","C","Maclane",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"1943","Oasis Cove","DN","Diorgio","9/28/24","CC","09/11/2024","RHMA","6178",NA,16.29,NA,NA,NA,"40.4",NA,NA,NA,NA,NA,"Frog Palace",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1944","Oasis Cove","DN","Lauren","9/28/24","CC","09/11/2024","RHMA","6179",NA,16.29,NA,NA,NA,"30",NA,NA,NA,NA,NA,"Mr. Sprinkles",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1945","Oasis Cove","DN","Sariah","9/28/24","CC","09/11/2024","RHMA","6180",NA,23.61,NA,NA,NA,"36.5",NA,NA,NA,NA,NA,"mimi",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1946","Oasis Cove","DN","Olivia","9/28/24","CC","09/11/2024","RHMA","6181",NA,25.54,NA,NA,NA,"33.4",NA,NA,NA,NA,NA,"Kozia",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1947","Oasis Cove","AB","AND, KWG",NA,"CC","02-15-23","RHMA","3017","H",4.2,NA,"12",NA,NA,NA,NA,NA,"STX Ag Fair","C","Ellie",2023-02-15,"2023","02","15","St. Thomas",18.320665,-64.867323
"1948","Oasis Cove","AB","AND, KWG",NA,"CC","02-15-23","RHMA","3018","H",9.06,NA,"15",NA,NA,NA,NA,NA,"STX Ag Fair","C","Nathanel",2023-02-15,"2023","02","15","St. Thomas",18.320665,-64.867323
"1949","Oasis Cove","AB","AND, KWG",NA,"CC","02-15-23","RHMA","3019","H",5.3,NA,"16",NA,NA,NA,NA,NA,"STX Ag Fair","C","Sleeping Beauty",2023-02-15,"2023","02","15","St. Thomas",18.320665,-64.867323
"1950","Oasis Cove","AB","AND, KWG",NA,"CC","02-17-23","RHMA","3020","H",21.4,NA,"26",NA,NA,NA,NA,NA,"STX Ag Fair","C","Ava",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"1951","Oasis Cove","AB","AND, KWG",NA,"CC","02-17-23","RHMA","3021","H",4.2,NA,"29.5",NA,NA,NA,NA,NA,"STX Ag Fair","C","Redie (Pt 2)",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"1952","Oasis Cove","AB","AND, KWG",NA,"CC","02-17-23","RHMA","3022","H",15.14,NA,"23.5",NA,NA,NA,NA,NA,"STX Ag Fair","C","Jojobino",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"1953","Oasis Cove","AB","AND, KWG",NA,"CC","02-15-23","RHMA","3023","H",5.48,NA,"15",NA,NA,NA,NA,NA,"STX Ag Fair","C","JJ Mangroves",2023-02-15,"2023","02","15","St. Thomas",18.320665,-64.867323
"1954","Oasis Cove","AB","AND, KWG",NA,"CC","02-15-23","RHMA","3024","H",3.62,NA,"8.5",NA,NA,NA,NA,NA,"STX Ag Fair","C","Lady Red",2023-02-15,"2023","02","15","St. Thomas",18.320665,-64.867323
"1955","Oasis Cove","AB","AND, KWG",NA,"CC","02-17-23","RHMA","3025","H",13.75,NA,"25",NA,NA,NA,NA,NA,"STX Ag Fair","C","Kangrove the Mangrove",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"1956","Oasis Cove","AB","AND, KWG",NA,"CC","02-15-23","RHMA","3026","H",9.71,NA,"6.2",NA,NA,NA,NA,NA,"STX Ag Fair","C","Indaco",2023-02-15,"2023","02","15","St. Thomas",18.320665,-64.867323
"1957","Oasis Cove","AB","AND, KWG",NA,"CC","02-17-23","RHMA","3027","H",21,NA,"11",NA,NA,NA,NA,NA,"STX Ag Fair","C","Crabo",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"1958","Oasis Cove","AB","AND, KWG",NA,"CC","02-17-23","RHMA","3028","H",31.91,NA,"23",NA,NA,NA,NA,NA,"STX Ag Fair","C","Man",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"1959","Oasis Cove","AB","AND, KWG",NA,"CC","02-17-23","RHMA","3029","H",22.31,NA,"33",NA,NA,NA,NA,NA,"STX Ag Fair","C","Mango",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"1960","Oasis Cove","AB","AND, KWG",NA,"CC","02-17-23","RHMA","3030","H",14.44,NA,"28",NA,NA,NA,NA,NA,"STX Ag Fair","C","Strawberry",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"1961","Oasis Cove","AB","AND, KWG",NA,"CC","02-17-23","RHMA","3031","H",17.6,NA,"26.3",NA,NA,NA,NA,NA,"STX Ag Fair","C","Maia's",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"1962","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-200","H",13.48,NA,"24",NA,"23","G","N",NA,NA,"E","DARMINLE VI",NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"1963","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-201","H",7.36,NA,"20",NA,"19","G","N",NA,NA,"E","JR",NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"1964","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-202","H",20.51,NA,"30.5",NA,"29.5","B","N",NA,NA,"E","JEREMY",NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"1965","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-203","H",13.6,NA,"24.9",NA,"23.5","G","N",NA,NA,"E","BISCUIT",NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"1966","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-204","H",17.82,NA,"27",NA,"26.3","B","N",NA,NA,"E","DARMINGLE XVI",NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"1967","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-205","H",18.31,"10.5","27",NA,"26","B","Y",NA,NA,"E","SERGER JR.",NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"1968","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-206","H",9.37,"7","23.5",NA,"22.6","G","Y",NA,NA,"E","TANNER-KINGSVELD",NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"1969","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-207","H",11.04,"8.5","25",NA,"24","G","Y",NA,NA,"E","VILONG TUSK",NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"1970","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-208","H",13.89,"10","25",NA,"23.6","G","Y",NA,NA,"E","JABANTIGATON THE 3RD",NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"1971","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-209","H",16.16,"11.2","28",NA,"27","G","Y",NA,NA,"E","GROOT",NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"1972","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-210","H",10.57,"9.4","25",NA,"24.3","G","N",NA,NA,"E","SAM",NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"1973","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-210","H",9,"9.7","24",NA,"23","G","N",NA,NA,"E","GLIZZY JR.",NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"1974","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-211","H",21.14,"11.8","30.5",NA,"29","G","N",NA,NA,"E","FRIED CHICKEN",NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"1975","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-213","H",18.25,"11.7","28.3",NA,"27","B","N",NA,NA,"E","DARMINGLE THE 3RD",NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"1976","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-214","H",18.86,"11.7","33.3",NA,"33","B","N",NA,NA,"E","LONG JOHN",NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"1977","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","201","H",18.95,"10.99","31.2","1.3","30","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1978","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","202","H",11.86,"9.71","26.5","1.2","25.2","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1979","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","203","S",9,"7.59","23.6","1","22.7","OlGr",NA,"N",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1980","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","204","H",19.55,"11.17","31.4","1.6","29.7","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1981","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","205","H",8.45,"9.61","17.9","1","16.9","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1982","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","206","H",16.71,"10.63","28.1","1.3","26.8","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1983","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","207","H",13,"9.35","27.7","1","26.7","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1984","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","208","H",26.87,"12.4","31.3","1.4","30","OlGr",NA,"N",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1985","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","209","H",22.24,"10.87","33.1","1.5","31.5","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1986","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","210","H",15.63,"10.69","29.5","N/A","29.5","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1987","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","211","H",23.23,"11.1","33.3","1.3","32","OlGr",NA,"N",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1988","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","212","H",21.91,"11.48","29.1","N/A","21.9","OlGr",NA,"N",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1989","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","213","S",13.75,"10.46","28.6","1.5","27.1","Br",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1990","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","214","H",23.26,"11.98","33.5","1.3","32.1","OlGr",NA,"N",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1991","Oasis Cove","HH","HH,ES","10/09/2024","CC","09/11/2024","RHMA","6347","H",10.26,"9.7","24.3","1.5","22.8","GB","Y","N",NA,NA,NA,2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1992","Oasis Cove","HH","HH,ES","10/09/2024","CC","09/11/2024","RHMA","6348","H",9.33,"9.8","21.2","1.2","20","GB","Y","Y",NA,NA,NA,2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1993","Oasis Cove","HH","HH,ES","10/09/2024","CC","09/11/2024","RHMA","6349","H",7.91,"9.3","19.1","1","18.1","GB","Y","N",NA,NA,NA,2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"1994","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6540","H",12.33,NA,"21.7",NA,"21.7",NA,NA,NA,"IEKHS MIC Field Trip","C","Altona",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"1995","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6541","H",12.89,NA,"23.3",NA,"23.3",NA,NA,NA,"IEKHS MIC Field Trip","C","Cass",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"1996","Oasis Cove","ST,DG","ST","11/07/2024","CC","10/25/2024","RHMA","6542","H",26.7,"1.2","33.5","1.5","32","B","Y","N",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"1997","Oasis Cove","ST,DG","ST","11/07/2024","CC","10/25/2024","RHMA","6543","H",22.53,"5.8","33.7","1.5","32.2","G","Y","N",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"1998","Oasis Cove","ST,DG","ST","11/07/2024","CC","10/25/2024","RHMA","6544","H",19.82,"4.8","33.6","2","31.6","G","Y","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"1999","Oasis Cove","ST,DG","ST","11/07/2024","CC","10/25/2024","RHMA","6545","H",20.12,"5.6","31.5","1.9","29.6","G","Y","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2000","Oasis Cove","ST,DG","ST","11/07/2024","CC","10/25/2024","RHMA","6546","H",23.6,"6.7","35.9","2.1","33.8","G","Y","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2001","Oasis Cove","ST,DG","ST","11/07/2024","CC","10/25/2024","RHMA","6547","H",25.96,"6.7","36.7","1.7","35","G","Y","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2002","Oasis Cove","ST,DG","ST","11/07/2024","CC","10/25/2024","RHMA","6548","H",25,"7","33.1","1.3","31.8","G","Y","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2003","Oasis Cove","ST,DG","ST","11/07/2024","CC","10/25/2024","RHMA","6549","H",20.66,"5.6","31","1.4","29.6","G","N","N",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2004","Oasis Cove","ST,DG","ST","11/07/2024","CC","10/25/2024","RHMA","6550","H",18.94,"5.2","32","1.6","30.4","G","Y","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2005","Oasis Cove","ST,DG","ST","11/07/2024","CC","10/25/2024","RHMA","6551","H",27.7,"6.7","35.8","1.8","34","G","Y","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2006","Oasis Cove","ST,DG","ST","11/07/2024","CC","10/25/2024","RHMA","6552","H",22.81,"5.8","32","1.8","30.2","G","Y","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
